Force (N),Flex Raw ADC 1,Flex Voltage 1(V),Flex Resistance 1(Ohms),Flex Raw ADC 2,Flex Voltage 2(V),Flex Resistance 2(Ohms),Flex Raw ADC 3,Flex Voltage 3(V),Flex Resistance 3(Ohms),Load Cell Voltage (V),Load Cell Raw ADC,Location
0.097,2.0,0.01,0.0,8.0,0.039,7105000.0,383.0,1.872,93577.031,0.112,23.0,"(1,1)"
0.063,0.0,0.0,0.0,6.0,0.029,9492000.0,372.0,1.818,98000.0,0.078,16.0,"(1,1)"
0.058,4.0,0.02,14266000.0,4.0,0.02,14266000.0,383.0,1.872,93577.031,0.073,15.0,"(1,1)"
0.063,6.0,0.029,9492000.0,46.0,0.225,1189391.375,366.0,1.789,100524.593,0.078,16.0,"(1,1)"
0.063,17.0,0.083,3313882.25,72.0,0.352,739666.687,401.0,1.96,86862.843,0.078,16.0,"(1,1)"
0.063,14.0,0.068,4036000.0,74.0,0.362,718162.125,403.0,1.97,86153.843,0.078,16.0,"(1,1)"
0.063,15.0,0.073,3763200.25,76.0,0.371,697789.5,408.0,1.994,84411.757,0.078,16.0,"(1,1)"
0.063,12.0,0.059,4718000.0,66.0,0.323,812000.0,405.0,1.979,85451.851,0.078,16.0,"(1,1)"
0.058,13.0,0.064,4350769.0,96.0,0.469,540750.0,405.0,1.979,85451.851,0.073,15.0,"(1,1)"
0.058,14.0,0.068,4036000.0,64.0,0.313,839125.0,402.0,1.965,86507.453,0.073,15.0,"(1,1)"
0.058,24.0,0.117,2331000.0,88.0,0.43,595000.0,405.0,1.979,85451.851,0.073,15.0,"(1,1)"
0.058,22.0,0.108,2548000.0,88.0,0.43,595000.0,393.0,1.921,89771.0,0.073,15.0,"(1,1)"
0.063,23.0,0.112,2434782.75,95.0,0.464,547031.562,408.0,1.994,84411.757,0.078,16.0,"(1,1)"
0.058,7.0,0.034,8128000.0,94.0,0.459,553446.812,403.0,1.97,86153.843,0.073,15.0,"(1,1)"
0.058,20.0,0.098,2808400.0,96.0,0.469,540750.0,406.0,1.984,85103.445,0.073,15.0,"(1,1)"
0.058,19.0,0.093,2959158.0,106.0,0.518,484452.843,404.0,1.975,85801.976,0.073,15.0,"(1,1)"
0.053,27.0,0.132,2065777.75,95.0,0.464,547031.562,428.0,2.092,77850.476,0.068,14.0,"(1,1)"
0.058,31.0,0.152,1792000.0,103.0,0.503,500194.187,394.0,1.926,89401.015,0.073,15.0,"(1,1)"
0.063,24.0,0.117,2331000.0,108.0,0.528,474444.437,404.0,1.975,85801.976,0.078,16.0,"(1,1)"
0.063,29.0,0.142,1919448.375,106.0,0.518,484452.843,404.0,1.975,85801.976,0.078,16.0,"(1,1)"
0.058,24.0,0.117,2331000.0,115.0,0.562,442156.5,407.0,1.989,84756.757,0.073,15.0,"(1,1)"
0.053,26.0,0.127,2147384.5,95.0,0.464,547031.562,404.0,1.975,85801.976,0.068,14.0,"(1,1)"
0.058,23.0,0.112,2434782.75,110.0,0.538,464799.968,402.0,1.965,86507.453,0.073,15.0,"(1,1)"
0.063,20.0,0.098,2808400.0,118.0,0.577,429491.531,413.0,2.019,82711.867,0.078,16.0,"(1,1)"
0.063,30.0,0.147,1853600.125,113.0,0.552,450973.406,406.0,1.984,85103.445,0.078,16.0,"(1,1)"
0.063,29.0,0.142,1919448.375,113.0,0.552,450973.406,405.0,1.979,85451.851,0.078,16.0,"(1,1)"
0.063,32.0,0.156,1734250.0,112.0,0.547,455500.0,390.0,1.906,90892.304,0.078,16.0,"(1,1)"
0.053,21.0,0.103,2672000.0,115.0,0.562,442156.5,408.0,1.994,84411.757,0.068,14.0,"(1,1)"
0.063,29.0,0.142,1919448.375,116.0,0.567,437862.093,412.0,2.014,83048.546,0.078,16.0,"(1,1)"
0.058,30.0,0.147,1853600.125,120.0,0.587,421400.031,412.0,2.014,83048.546,0.073,15.0,"(1,1)"
0.058,32.0,0.156,1734250.0,104.0,0.508,494846.156,404.0,1.975,85801.976,0.073,15.0,"(1,1)"
0.063,34.0,0.166,1628941.125,120.0,0.587,421400.031,406.0,1.984,85103.445,0.078,16.0,"(1,1)"
0.063,42.0,0.205,1308000.0,115.0,0.562,442156.5,394.0,1.926,89401.015,0.078,16.0,"(1,1)"
0.068,33.0,0.161,1680000.0,120.0,0.587,421400.031,408.0,1.994,84411.757,0.083,17.0,"(1,1)"
0.058,32.0,0.156,1734250.0,124.0,0.606,406000.0,406.0,1.984,85103.445,0.073,15.0,"(1,1)"
0.058,25.0,0.122,2235520.0,125.0,0.611,402304.0,401.0,1.96,86862.843,0.073,15.0,"(1,1)"
0.058,38.0,0.186,1451579.0,150.0,0.733,325919.968,401.0,1.96,86862.843,0.073,15.0,"(1,1)"
0.063,18.0,0.088,3126666.75,118.0,0.577,429491.531,407.0,1.989,84756.757,0.078,16.0,"(1,1)"
0.058,33.0,0.161,1680000.0,126.0,0.616,398666.656,403.0,1.97,86153.843,0.073,15.0,"(1,1)"
0.058,32.0,0.156,1734250.0,128.0,0.626,391562.5,406.0,1.984,85103.445,0.073,15.0,"(1,1)"
0.058,20.0,0.098,2808400.0,128.0,0.626,391562.5,392.0,1.916,90142.867,0.073,15.0,"(1,1)"
0.063,41.0,0.2,1341268.25,128.0,0.626,391562.5,401.0,1.96,86862.843,0.078,16.0,"(1,1)"
0.058,36.0,0.176,1535333.375,131.0,0.64,381313.0,408.0,1.994,84411.757,0.073,15.0,"(1,1)"
0.063,40.0,0.196,1376200.0,130.0,0.635,384676.906,406.0,1.984,85103.445,0.078,16.0,"(1,1)"
0.063,34.0,0.166,1628941.125,132.0,0.645,378000.0,408.0,1.994,84411.757,0.078,16.0,"(1,1)"
0.053,34.0,0.166,1628941.125,129.0,0.63,388093.031,409.0,1.999,84068.468,0.068,14.0,"(1,1)"
0.063,31.0,0.152,1792000.0,128.0,0.626,391562.5,403.0,1.97,86153.843,0.078,16.0,"(1,1)"
0.063,33.0,0.161,1680000.0,130.0,0.635,384676.906,407.0,1.989,84756.757,0.078,16.0,"(1,1)"
0.063,35.0,0.171,1580800.0,133.0,0.65,374736.843,406.0,1.984,85103.445,0.078,16.0,"(1,1)"
0.058,42.0,0.205,1308000.0,136.0,0.665,365235.281,408.0,1.994,84411.757,0.073,15.0,"(1,1)"
0.053,32.0,0.156,1734250.0,119.0,0.582,425411.781,403.0,1.97,86153.843,0.068,14.0,"(1,1)"
0.063,58.0,0.283,931724.187,142.0,0.694,347436.625,411.0,2.009,83386.859,0.078,16.0,"(1,1)"
0.063,37.0,0.181,1492324.25,137.0,0.67,362160.562,411.0,2.009,83386.859,0.078,16.0,"(1,1)"
0.063,37.0,0.181,1492324.25,137.0,0.67,362160.562,421.0,2.058,80076.007,0.078,16.0,"(1,1)"
0.058,40.0,0.196,1376200.0,119.0,0.582,425411.781,404.0,1.975,85801.976,0.073,15.0,"(1,1)"
0.063,41.0,0.2,1341268.25,148.0,0.723,331081.062,408.0,1.994,84411.757,0.078,16.0,"(1,1)"
0.058,46.0,0.225,1189391.375,137.0,0.67,362160.562,396.0,1.935,88666.671,0.073,15.0,"(1,1)"
0.068,38.0,0.186,1451579.0,137.0,0.67,362160.562,408.0,1.994,84411.757,0.083,17.0,"(1,1)"
0.058,39.0,0.191,1412923.125,136.0,0.665,365235.281,409.0,1.999,84068.468,0.073,15.0,"(1,1)"
0.058,40.0,0.196,1376200.0,140.0,0.684,353200.0,410.0,2.004,83726.828,0.073,15.0,"(1,1)"
0.053,36.0,0.176,1535333.375,137.0,0.67,362160.562,404.0,1.975,85801.976,0.068,14.0,"(1,1)"
0.058,46.0,0.225,1189391.375,141.0,0.689,350297.875,407.0,1.989,84756.757,0.073,15.0,"(1,1)"
0.063,39.0,0.191,1412923.125,141.0,0.689,350297.875,409.0,1.999,84068.468,0.078,16.0,"(1,1)"
0.058,40.0,0.196,1376200.0,142.0,0.694,347436.625,408.0,1.994,84411.757,0.073,15.0,"(1,1)"
0.058,37.0,0.181,1492324.25,134.0,0.655,371522.406,381.0,1.862,94362.203,0.073,15.0,"(1,1)"
0.063,41.0,0.2,1341268.25,153.0,0.748,318431.375,407.0,1.989,84756.757,0.078,16.0,"(1,1)"
0.058,39.0,0.191,1412923.125,143.0,0.699,344615.406,410.0,2.004,83726.828,0.073,15.0,"(1,1)"
0.058,42.0,0.205,1308000.0,140.0,0.684,353200.0,407.0,1.989,84756.757,0.073,15.0,"(1,1)"
0.063,40.0,0.196,1376200.0,149.0,0.728,328483.218,408.0,1.994,84411.757,0.078,16.0,"(1,1)"
0.073,77.0,0.376,688000.0,134.0,0.655,371522.406,413.0,2.019,82711.867,0.088,18.0,"(1,1)"
0.063,32.0,0.156,1734250.0,136.0,0.665,365235.281,408.0,1.994,84411.757,0.078,16.0,"(1,1)"
0.058,42.0,0.205,1308000.0,145.0,0.709,339089.656,407.0,1.989,84756.757,0.073,15.0,"(1,1)"
0.058,40.0,0.196,1376200.0,147.0,0.718,333714.312,407.0,1.989,84756.757,0.073,15.0,"(1,1)"
0.053,41.0,0.2,1341268.25,141.0,0.689,350297.875,406.0,1.984,85103.445,0.068,14.0,"(1,1)"
0.053,23.0,0.112,2434782.75,155.0,0.758,313600.0,404.0,1.975,85801.976,0.068,14.0,"(1,1)"
0.063,52.0,0.254,1045692.312,144.0,0.704,341833.343,403.0,1.97,86153.843,0.078,16.0,"(1,1)"
0.058,42.0,0.205,1308000.0,145.0,0.709,339089.656,406.0,1.984,85103.445,0.073,15.0,"(1,1)"
0.058,41.0,0.2,1341268.25,144.0,0.704,341833.343,411.0,2.009,83386.859,0.073,15.0,"(1,1)"
0.053,38.0,0.186,1451579.0,147.0,0.718,333714.312,408.0,1.994,84411.757,0.068,14.0,"(1,1)"
0.053,40.0,0.196,1376200.0,148.0,0.723,331081.062,410.0,2.004,83726.828,0.068,14.0,"(1,1)"
0.058,46.0,0.225,1189391.375,148.0,0.723,331081.062,407.0,1.989,84756.757,0.073,15.0,"(1,1)"
0.058,38.0,0.186,1451579.0,148.0,0.723,331081.062,408.0,1.994,84411.757,0.073,15.0,"(1,1)"
0.058,44.0,0.215,1246000.0,147.0,0.718,333714.312,414.0,2.023,82376.812,0.073,15.0,"(1,1)"
0.053,44.0,0.215,1246000.0,151.0,0.738,323390.718,405.0,1.979,85451.851,0.068,14.0,"(1,1)"
0.063,47.0,0.23,1162893.625,146.0,0.714,336383.593,396.0,1.935,88666.671,0.078,16.0,"(1,1)"
0.058,41.0,0.2,1341268.25,148.0,0.723,331081.062,410.0,2.004,83726.828,0.073,15.0,"(1,1)"
0.058,42.0,0.205,1308000.0,151.0,0.738,323390.718,409.0,1.999,84068.468,0.073,15.0,"(1,1)"
0.058,56.0,0.274,967000.0,151.0,0.738,323390.718,406.0,1.984,85103.445,0.073,15.0,"(1,1)"
0.063,44.0,0.215,1246000.0,149.0,0.728,328483.218,412.0,2.014,83048.546,0.078,16.0,"(1,1)"
0.053,26.0,0.127,2147384.5,153.0,0.748,318431.375,409.0,1.999,84068.468,0.068,14.0,"(1,1)"
0.063,48.0,0.235,1137500.0,151.0,0.738,323390.718,407.0,1.989,84756.757,0.078,16.0,"(1,1)"
0.058,57.0,0.279,949052.625,150.0,0.733,325919.968,406.0,1.984,85103.445,0.073,15.0,"(1,1)"
0.058,45.0,0.22,1217066.625,149.0,0.728,328483.218,405.0,1.979,85451.851,0.073,15.0,"(1,1)"
0.063,43.0,0.21,1276279.125,156.0,0.762,311230.781,410.0,2.004,83726.828,0.078,16.0,"(1,1)"
0.058,51.0,0.249,1067294.125,153.0,0.748,318431.375,420.0,2.053,80400.0,0.073,15.0,"(1,1)"
0.058,49.0,0.239,1113142.875,151.0,0.738,323390.718,405.0,1.979,85451.851,0.073,15.0,"(1,1)"
0.063,43.0,0.21,1276279.125,151.0,0.738,323390.718,406.0,1.984,85103.445,0.078,16.0,"(1,1)"
0.063,43.0,0.21,1276279.125,150.0,0.733,325919.968,407.0,1.989,84756.757,0.078,16.0,"(1,1)"
0.058,22.0,0.108,2548000.0,137.0,0.67,362160.562,405.0,1.979,85451.851,0.073,15.0,"(1,1)"
0.058,56.0,0.274,967000.0,158.0,0.772,306582.281,410.0,2.004,83726.828,0.073,15.0,"(1,1)"
0.058,44.0,0.215,1246000.0,165.0,0.806,291200.0,404.0,1.975,85801.976,0.073,15.0,"(1,1)"
0.063,47.0,0.23,1162893.625,152.0,0.743,320894.75,405.0,1.979,85451.851,0.078,16.0,"(1,1)"
0.058,47.0,0.23,1162893.625,149.0,0.728,328483.218,406.0,1.984,85103.445,0.073,15.0,"(1,1)"
0.063,61.0,0.298,883147.5,148.0,0.723,331081.062,451.0,2.204,71024.39,0.078,16.0,"(1,1)"
0.058,70.0,0.342,762400.0,152.0,0.743,320894.75,390.0,1.906,90892.304,0.073,15.0,"(1,1)"
0.053,48.0,0.235,1137500.0,155.0,0.758,313600.0,408.0,1.994,84411.757,0.068,14.0,"(1,1)"
0.058,46.0,0.225,1189391.375,154.0,0.753,316000.0,407.0,1.989,84756.757,0.073,15.0,"(1,1)"
0.063,53.0,0.259,1024905.687,155.0,0.758,313600.0,409.0,1.999,84068.468,0.078,16.0,"(1,1)"
0.058,41.0,0.2,1341268.25,161.0,0.787,299826.093,415.0,2.028,82043.375,0.073,15.0,"(1,1)"
0.058,52.0,0.254,1045692.312,138.0,0.674,359130.437,407.0,1.989,84756.757,0.073,15.0,"(1,1)"
0.058,45.0,0.22,1217066.625,152.0,0.743,320894.75,417.0,2.038,81381.304,0.073,15.0,"(1,1)"
0.058,42.0,0.205,1308000.0,151.0,0.738,323390.718,408.0,1.994,84411.757,0.073,15.0,"(1,1)"
0.093,35.0,0.171,1580800.0,152.0,0.743,320894.75,404.0,1.975,85801.976,0.108,22.0,"(1,1)"
0.112,50.0,0.244,1089760.0,168.0,0.821,285000.0,405.0,1.979,85451.851,0.127,26.0,"(1,1)"
0.185,26.0,0.127,2147384.5,161.0,0.787,299826.093,401.0,1.96,86862.843,0.2,41.0,"(1,1)"
0.288,5.0,0.024,11401600.0,143.0,0.699,344615.406,402.0,1.965,86507.453,0.303,62.0,"(1,1)"
0.4,2.0,0.01,0.0,115.0,0.562,442156.5,401.0,1.96,86862.843,0.415,85.0,"(1,1)"
0.518,4.0,0.02,14266000.0,98.0,0.479,528571.437,366.0,1.789,100524.593,0.533,109.0,"(1,1)"
0.62,1.0,0.005,0.0,105.0,0.513,489600.0,399.0,1.95,87578.945,0.635,130.0,"(1,1)"
0.718,8.0,0.039,7105000.0,89.0,0.435,587685.375,378.0,1.848,95555.554,0.733,150.0,"(1,1)"
0.782,7.0,0.034,8128000.0,82.0,0.401,642634.125,338.0,1.652,113491.132,0.797,163.0,"(1,1)"
0.855,1.0,0.005,0.0,61.0,0.298,883147.5,302.0,1.476,133695.359,0.87,178.0,"(1,1)"
0.938,0.0,0.0,0.0,66.0,0.323,812000.0,266.0,1.3,159368.421,0.953,195.0,"(1,1)"
0.987,0.0,0.0,0.0,64.0,0.313,839125.0,238.0,1.163,184705.89,1.002,205.0,"(1,1)"
1.031,0.0,0.0,0.0,64.0,0.313,839125.0,237.0,1.158,185721.531,1.046,214.0,"(1,1)"
1.114,6.0,0.029,9492000.0,66.0,0.323,812000.0,228.0,1.114,195263.156,1.129,231.0,"(1,1)"
1.143,2.0,0.01,0.0,80.0,0.391,660100.0,230.0,1.124,193078.25,1.158,237.0,"(1,1)"
1.178,0.0,0.0,0.0,79.0,0.386,669164.562,214.0,1.046,211700.953,1.193,244.0,"(1,1)"
1.256,0.0,0.0,0.0,85.0,0.415,617976.5,232.0,1.134,190931.046,1.271,260.0,"(1,1)"
1.3,2.0,0.01,0.0,92.0,0.45,566695.687,228.0,1.114,195263.156,1.315,269.0,"(1,1)"
1.339,0.0,0.0,0.0,83.0,0.406,634216.875,239.0,1.168,183698.75,1.354,277.0,"(1,1)"
1.358,0.0,0.0,0.0,74.0,0.362,718162.125,200.0,0.978,230439.984,1.373,281.0,"(1,1)"
1.398,0.0,0.0,0.0,75.0,0.367,707839.937,192.0,0.938,242375.0,1.413,289.0,"(1,1)"
1.466,9.0,0.044,6309333.5,96.0,0.469,540750.0,211.0,1.031,215507.125,1.481,303.0,"(1,1)"
1.578,0.0,0.0,0.0,76.0,0.371,697789.5,217.0,1.061,208000.0,1.593,326.0,"(1,1)"
1.495,0.0,0.0,0.0,78.0,0.381,678461.562,214.0,1.046,211700.953,1.51,309.0,"(1,1)"
1.51,0.0,0.0,0.0,92.0,0.45,566695.687,232.0,1.134,190931.046,1.525,312.0,"(1,1)"
1.437,11.0,0.054,5152000.0,102.0,0.499,505647.031,236.0,1.153,186745.765,1.452,297.0,"(1,1)"
1.124,0.0,0.0,0.0,87.0,0.425,602482.75,255.0,1.246,168658.812,1.139,233.0,"(1,1)"
0.547,0.0,0.0,0.0,48.0,0.235,1137500.0,259.0,1.266,165189.187,0.562,115.0,"(1,1)"
0.293,0.0,0.0,0.0,44.0,0.215,1246000.0,258.0,1.261,166046.515,0.308,63.0,"(1,1)"
0.205,0.0,0.0,0.0,44.0,0.215,1246000.0,263.0,1.285,161825.109,0.22,45.0,"(1,1)"
0.122,0.0,0.0,0.0,24.0,0.117,2331000.0,278.0,1.359,150071.937,0.137,28.0,"(1,1)"
0.073,0.0,0.0,0.0,38.0,0.186,1451579.0,279.0,1.364,149333.343,0.088,18.0,"(1,1)"
0.058,21.0,0.103,2672000.0,58.0,0.283,931724.187,286.0,1.398,144307.703,0.073,15.0,"(1,1)"
0.063,3.0,0.015,19040000.0,74.0,0.362,718162.125,284.0,1.388,145718.312,0.078,16.0,"(1,1)"
0.068,0.0,0.0,0.0,81.0,0.396,651259.25,291.0,1.422,140865.984,0.083,17.0,"(1,1)"
0.068,1.0,0.005,0.0,82.0,0.401,642634.125,303.0,1.481,133069.312,0.083,17.0,"(1,1)"
0.058,0.0,0.0,0.0,97.0,0.474,534597.937,302.0,1.476,133695.359,0.073,15.0,"(1,1)"
0.058,7.0,0.034,8128000.0,130.0,0.635,384676.906,323.0,1.579,121362.226,0.073,15.0,"(1,1)"
0.058,6.0,0.029,9492000.0,131.0,0.64,381313.0,320.0,1.564,123025.007,0.073,15.0,"(1,1)"
0.063,4.0,0.02,14266000.0,123.0,0.601,409756.093,324.0,1.584,120814.804,0.078,16.0,"(1,1)"
0.063,6.0,0.029,9492000.0,124.0,0.606,406000.0,323.0,1.579,121362.226,0.078,16.0,"(1,1)"
0.058,0.0,0.0,0.0,109.0,0.533,469577.968,325.0,1.588,120270.765,0.073,15.0,"(1,1)"
0.058,6.0,0.029,9492000.0,129.0,0.63,388093.031,330.0,1.613,117599.992,0.073,15.0,"(1,1)"
0.058,6.0,0.029,9492000.0,125.0,0.611,402304.0,326.0,1.593,119730.054,0.073,15.0,"(1,1)"
0.063,31.0,0.152,1792000.0,127.0,0.621,395086.593,318.0,1.554,124150.945,0.078,16.0,"(1,1)"
0.058,9.0,0.044,6309333.5,129.0,0.63,388093.031,326.0,1.593,119730.054,0.073,15.0,"(1,1)"
0.068,20.0,0.098,2808400.0,129.0,0.63,388093.031,327.0,1.598,119192.664,0.083,17.0,"(1,1)"
0.063,10.0,0.049,5672800.0,130.0,0.635,384676.906,332.0,1.623,116554.218,0.078,16.0,"(1,1)"
0.063,12.0,0.059,4718000.0,136.0,0.665,365235.281,317.0,1.549,124719.25,0.078,16.0,"(1,1)"
0.058,11.0,0.054,5152000.0,133.0,0.65,374736.843,329.0,1.608,118127.656,0.073,15.0,"(1,1)"
0.058,6.0,0.029,9492000.0,133.0,0.65,374736.843,324.0,1.584,120814.804,0.073,15.0,"(1,1)"
0.063,12.0,0.059,4718000.0,134.0,0.655,371522.406,331.0,1.618,117075.523,0.078,16.0,"(1,1)"
0.063,15.0,0.073,3763200.25,132.0,0.645,378000.0,341.0,1.667,112000.0,0.078,16.0,"(1,1)"
0.063,12.0,0.059,4718000.0,136.0,0.665,365235.281,335.0,1.637,115008.96,0.078,16.0,"(1,1)"
0.063,0.0,0.0,0.0,144.0,0.704,341833.343,329.0,1.608,118127.656,0.078,16.0,"(1,1)"
0.058,16.0,0.078,3524500.0,138.0,0.674,359130.437,326.0,1.593,119730.054,0.073,15.0,"(1,1)"
0.058,21.0,0.103,2672000.0,130.0,0.635,384676.906,327.0,1.598,119192.664,0.073,15.0,"(1,1)"
0.058,26.0,0.127,2147384.5,139.0,0.679,356143.875,324.0,1.584,120814.804,0.073,15.0,"(1,1)"
0.063,14.0,0.068,4036000.0,138.0,0.674,359130.437,326.0,1.593,119730.054,0.078,16.0,"(1,1)"
0.063,12.0,0.059,4718000.0,128.0,0.626,391562.5,333.0,1.628,116036.031,0.078,16.0,"(1,1)"
0.068,24.0,0.117,2331000.0,138.0,0.674,359130.437,327.0,1.598,119192.664,0.083,17.0,"(1,1)"
0.058,17.0,0.083,3313882.25,141.0,0.689,350297.875,330.0,1.613,117599.992,0.073,15.0,"(1,1)"
0.068,13.0,0.064,4350769.0,133.0,0.65,374736.843,325.0,1.588,120270.765,0.083,17.0,"(1,1)"
0.058,13.0,0.064,4350769.0,136.0,0.665,365235.281,331.0,1.618,117075.523,0.073,15.0,"(1,1)"
0.063,16.0,0.078,3524500.0,143.0,0.699,344615.406,331.0,1.618,117075.523,0.078,16.0,"(1,1)"
0.063,17.0,0.083,3313882.25,142.0,0.694,347436.625,329.0,1.608,118127.656,0.078,16.0,"(1,1)"
0.058,18.0,0.088,3126666.75,140.0,0.684,353200.0,330.0,1.613,117599.992,0.073,15.0,"(1,1)"
0.058,15.0,0.073,3763200.25,144.0,0.704,341833.343,331.0,1.618,117075.523,0.073,15.0,"(1,1)"
0.063,18.0,0.088,3126666.75,145.0,0.709,339089.656,332.0,1.623,116554.218,0.078,16.0,"(1,1)"
0.058,21.0,0.103,2672000.0,150.0,0.733,325919.968,354.0,1.73,105830.515,0.073,15.0,"(1,1)"
0.058,17.0,0.083,3313882.25,144.0,0.704,341833.343,333.0,1.628,116036.031,0.073,15.0,"(1,1)"
0.058,16.0,0.078,3524500.0,148.0,0.723,331081.062,332.0,1.623,116554.218,0.073,15.0,"(1,1)"
0.058,10.0,0.049,5672800.0,141.0,0.689,350297.875,324.0,1.584,120814.804,0.073,15.0,"(1,1)"
0.058,10.0,0.049,5672800.0,147.0,0.718,333714.312,335.0,1.637,115008.96,0.073,15.0,"(1,1)"
0.058,18.0,0.088,3126666.75,148.0,0.723,331081.062,328.0,1.603,118658.539,0.073,15.0,"(1,1)"
0.063,22.0,0.108,2548000.0,145.0,0.709,339089.656,346.0,1.691,109572.257,0.078,16.0,"(1,1)"
0.058,18.0,0.088,3126666.75,161.0,0.787,299826.093,335.0,1.637,115008.96,0.073,15.0,"(1,1)"
0.063,15.0,0.073,3763200.25,152.0,0.743,320894.75,332.0,1.623,116554.218,0.078,16.0,"(1,1)"
0.073,62.0,0.303,868000.0,143.0,0.699,344615.406,339.0,1.657,112991.156,0.088,18.0,"(1,1)"
0.063,14.0,0.068,4036000.0,144.0,0.704,341833.343,332.0,1.623,116554.218,0.078,16.0,"(1,1)"
0.058,18.0,0.088,3126666.75,150.0,0.733,325919.968,331.0,1.618,117075.523,0.073,15.0,"(1,1)"
0.063,25.0,0.122,2235520.0,150.0,0.733,325919.968,332.0,1.623,116554.218,0.078,16.0,"(1,1)"
0.063,24.0,0.117,2331000.0,142.0,0.694,347436.625,336.0,1.642,114500.0,0.078,16.0,"(1,1)"
0.063,23.0,0.112,2434782.75,150.0,0.733,325919.968,333.0,1.628,116036.031,0.078,16.0,"(1,1)"
0.058,22.0,0.108,2548000.0,146.0,0.714,336383.593,333.0,1.628,116036.031,0.073,15.0,"(1,1)"
0.058,19.0,0.093,2959158.0,152.0,0.743,320894.75,327.0,1.598,119192.664,0.073,15.0,"(1,1)"
0.063,21.0,0.103,2672000.0,152.0,0.743,320894.75,333.0,1.628,116036.031,0.078,16.0,"(1,1)"
0.058,23.0,0.112,2434782.75,152.0,0.743,320894.75,347.0,1.696,109095.101,0.073,15.0,"(1,1)"
0.068,20.0,0.098,2808400.0,145.0,0.709,339089.656,331.0,1.618,117075.523,0.083,17.0,"(1,1)"
0.058,23.0,0.112,2434782.75,151.0,0.738,323390.718,334.0,1.632,115520.96,0.073,15.0,"(1,1)"
0.058,22.0,0.108,2548000.0,149.0,0.728,328483.218,333.0,1.628,116036.031,0.073,15.0,"(1,1)"
0.053,21.0,0.103,2672000.0,153.0,0.748,318431.375,317.0,1.549,124719.25,0.068,14.0,"(1,1)"
0.063,25.0,0.122,2235520.0,153.0,0.748,318431.375,335.0,1.637,115008.96,0.078,16.0,"(1,1)"
0.063,22.0,0.108,2548000.0,153.0,0.748,318431.375,335.0,1.637,115008.96,0.078,16.0,"(1,1)"
0.058,27.0,0.132,2065777.75,138.0,0.674,359130.437,334.0,1.632,115520.96,0.073,15.0,"(1,1)"
0.058,21.0,0.103,2672000.0,142.0,0.694,347436.625,336.0,1.642,114500.0,0.073,15.0,"(1,1)"
0.058,22.0,0.108,2548000.0,155.0,0.758,313600.0,329.0,1.608,118127.656,0.073,15.0,"(1,1)"
0.053,29.0,0.142,1919448.375,158.0,0.772,306582.281,366.0,1.789,100524.593,0.068,14.0,"(1,1)"
0.053,26.0,0.127,2147384.5,161.0,0.787,299826.093,337.0,1.647,113994.062,0.068,14.0,"(1,1)"
0.063,24.0,0.117,2331000.0,156.0,0.762,311230.781,337.0,1.647,113994.062,0.078,16.0,"(1,1)"
0.063,24.0,0.117,2331000.0,158.0,0.772,306582.281,340.0,1.662,112494.125,0.078,16.0,"(1,1)"
0.058,0.0,0.0,0.0,166.0,0.811,289108.437,364.0,1.779,101384.617,0.073,15.0,"(1,1)"
0.063,32.0,0.156,1734250.0,158.0,0.772,306582.281,329.0,1.608,118127.656,0.078,16.0,"(1,1)"
0.058,36.0,0.176,1535333.375,158.0,0.772,306582.281,337.0,1.647,113994.062,0.073,15.0,"(1,1)"
0.058,23.0,0.112,2434782.75,146.0,0.714,336383.593,333.0,1.628,116036.031,0.073,15.0,"(1,1)"
0.063,25.0,0.122,2235520.0,159.0,0.777,304301.906,336.0,1.642,114500.0,0.078,16.0,"(1,1)"
0.058,23.0,0.112,2434782.75,164.0,0.802,293317.062,323.0,1.579,121362.226,0.073,15.0,"(1,1)"
0.058,26.0,0.127,2147384.5,156.0,0.762,311230.781,335.0,1.637,115008.96,0.073,15.0,"(1,1)"
0.058,26.0,0.127,2147384.5,157.0,0.767,308891.718,331.0,1.618,117075.523,0.073,15.0,"(1,1)"
0.063,0.0,0.0,0.0,160.0,0.782,302050.0,331.0,1.618,117075.523,0.078,16.0,"(1,1)"
0.063,25.0,0.122,2235520.0,160.0,0.782,302050.0,336.0,1.642,114500.0,0.078,16.0,"(1,1)"
0.063,26.0,0.127,2147384.5,160.0,0.782,302050.0,340.0,1.662,112494.125,0.078,16.0,"(1,1)"
0.058,39.0,0.191,1412923.125,155.0,0.758,313600.0,334.0,1.632,115520.96,0.073,15.0,"(1,1)"
0.063,28.0,0.137,1990000.0,159.0,0.777,304301.906,325.0,1.588,120270.765,0.078,16.0,"(1,1)"
0.073,31.0,0.152,1792000.0,159.0,0.777,304301.906,336.0,1.642,114500.0,0.088,18.0,"(1,1)"
0.058,25.0,0.122,2235520.0,152.0,0.743,320894.75,339.0,1.657,112991.156,0.073,15.0,"(1,1)"
0.063,31.0,0.152,1792000.0,160.0,0.782,302050.0,337.0,1.647,113994.062,0.078,16.0,"(1,1)"
0.053,34.0,0.166,1628941.125,162.0,0.792,297629.625,321.0,1.569,122467.289,0.068,14.0,"(1,1)"
0.063,19.0,0.093,2959158.0,166.0,0.811,289108.437,335.0,1.637,115008.96,0.078,16.0,"(1,1)"
